filename,bib_numbers,notes
_5D_0844.JPG,none,"cyclists in team kits, no pinned bib visible"
_5D_0846.JPG,none,
_5D_0847.JPG,none,
_5D_0850.JPG,852,
_5D_0852.JPG,none,
_5D_0855.JPG,none,
_5D_0857.JPG,none,
_5D_0862.JPG,20,
_5D_0864.JPG,852,
_5D_0867.JPG,none,
_5D_0870.JPG,557,
_5D_0872.JPG,none,"cyclists in team kits, no pinned bib visible"
_5D_0874.JPG,none,
_5D_0876.JPG,none,
_5D_0877.JPG,none,
_5D_0879.JPG,none,
_5D_0883.JPG,none,
_5D_0891.JPG,none,
_5D_0892.JPG,none,
_5D_0893.JPG,92,
_5D_0894.JPG,none,
_5D_0895.JPG,none,
_5D_0898.JPG,852,
_5D_0902.JPG,none,
_5D_0906.JPG,none,
_5D_0910.JPG,none,
_5D_0912.JPG,852,
_5D_0913.JPG,853;852,
_5D_0914.JPG,536;152,
_5D_0916.JPG,none,
_5D_0919.JPG,none,
_5D_0921.JPG,15,
_5D_0923.JPG,none,
_5D_0932.JPG,none,
_5D_0934.JPG,18,
_5D_0935.JPG,103,
_5D_0936.JPG,none,
_5D_0937.JPG,none,
_5D_0938.JPG,none,
_5D_0941.JPG,none,
_5D_0942.JPG,none,
_5D_0943.JPG,none,
_5D_0944.JPG,none,
_5D_0949.JPG,none,
_5D_0950.JPG,none,
_5D_0951.JPG,none,
_5D_0953.JPG,none,
_5D_0955.JPG,none,
_5D_0959.JPG,none,
_5D_0961.JPG,none,
_5D_0963.JPG,none,
_5D_0964.JPG,none,
_5D_0965.JPG,none,
_5D_0966.JPG,none,
_5D_0967.JPG,none,
_5D_0969.JPG,none,
_5D_0971.JPG,none,
_5D_0974.JPG,none,
_5D_0977.JPG,none,
_5D_0978.JPG,none,
_5D_0980.JPG,none,
_5D_0982.JPG,none,
_5D_0985.JPG,none,
_5D_0986.JPG,none,
_5D_0990.JPG,none,
_5D_0996.JPG,none,
_5D_0997.JPG,none,
_5D_0998.JPG,none,
_5D_1002.JPG,none,
_5D_1006.JPG,none,
_5D_1007.JPG,none,
_5D_1015.JPG,none,
_5D_1018.JPG,none,
_5D_1021.JPG,none,
_5D_1025.JPG,none,
_5D_1029.JPG,none,
_5D_1030.JPG,none,
_5D_1034.JPG,none,
_5D_1039.JPG,none,
_5D_1041.JPG,none,
_5D_1047.JPG,none,
_5D_1049.JPG,none,
_5D_1050.JPG,none,
_5D_1056.JPG,none,
_5D_1057.JPG,none,
_5D_1058.JPG,none,
_5D_1063.JPG,none,
_5D_1065.JPG,none,
_5D_1069.JPG,none,
_5D_1071.JPG,none,
_5D_1077.JPG,none,
_5D_1083.JPG,39,back bib
_5D_1085.JPG,none,
_5D_1089.JPG,none,
_5D_1092.JPG,none,
_5D_1094.JPG,none,
_5D_1096.JPG,none,
_5D_1097.JPG,none,
_5D_1104.JPG,none,
_5D_1105.JPG,none,
_5D_1106.JPG,none,
_5D_1107.JPG,none,
_5D_1109.JPG,none,
_5D_1111.JPG,none,
_5D_1116.JPG,none,
_5D_1117.JPG,none,
_5D_1119.JPG,none,
_5D_1122.JPG,none,
_5D_1124.JPG,none,
_5D_1125.JPG,none,
_5D_1126.JPG,none,
_5D_1128.JPG,none,
_5D_1130.JPG,none,
_5D_1131.JPG,none,
_5D_1132.JPG,none,
_5D_1134.JPG,none,
_5D_1136.JPG,none,
_5D_1137.JPG,none,
_5D_1139.JPG,none,
_5D_1141.JPG,none,
_5D_1143.JPG,none,
_5D_1145.JPG,none,
_5D_1146.JPG,none,
_5D_1147.JPG,none,
_5D_1150.JPG,none,
_5D_1158.JPG,none,
_5D_1159.JPG,none,
_5D_1162.JPG,none,
_5D_1165.JPG,none,
_5D_1166.JPG,none,
_5D_1169.JPG,none,
_5D_1173.JPG,none,
_5D_1174.JPG,none,
_5D_1175.JPG,none,
_5D_1176.JPG,none,
_5D_1177.JPG,none,
_5D_1178.JPG,1;10,
_5D_1180.JPG,none,
_5D_1183.JPG,none,
_5D_1184.JPG,none,
_5D_1185.JPG,none,
_5D_1186.JPG,none,
_5D_1187.JPG,none,
_5D_1189.JPG,none,
_5D_1190.JPG,none,
_5D_1194.JPG,none,
_5D_1199.JPG,none,
_5D_1201.JPG,none,
_5D_1206.JPG,none,
_5D_1210.JPG,none,
_5D_1211.JPG,147,
_5D_1212.JPG,none,
_5D_1213.JPG,none,
_5D_1214.JPG,none,
_5D_1216.JPG,none,
_5D_1218.JPG,none,
_5D_1223.JPG,none,
_5D_1230.JPG,none,
_5D_1231.JPG,none,
_5D_1233.JPG,none,
_5D_1235.JPG,none,
_5D_1238.JPG,none,
_5D_1239.JPG,none,
_5D_1240.JPG,none,
_5D_1241.JPG,none,
_5D_1243.JPG,none,
_5D_1244.JPG,none,
_5D_1245.JPG,none,
_5D_1251.JPG,none,
_5D_1256.JPG,none,
_5D_1257.JPG,none,
_5D_1258.JPG,none,
_5D_1263.JPG,none,
_5D_1264.JPG,none,
_5D_1267.JPG,none,
_5D_1268.JPG,none,
_5D_1269.JPG,2,printed on jersey
_5D_1270.JPG,none,
_5D_1272.JPG,none,
_5D_1276.JPG,none,
_5D_1277.JPG,none,
_5D_1280.JPG,none,
_5D_1281.JPG,none,
_5D_1285.JPG,none,
_5D_1287.JPG,none,
_5D_1289.JPG,none,
_5D_1291.JPG,none,
_5D_1293.JPG,none,
_5D_1295.JPG,none,
_5D_1297.JPG,none,
_5D_1298.JPG,none,
_5D_1300.JPG,none,
_5D_1302.JPG,none,
_5D_1303.JPG,none,
_5D_1306.JPG,84,
_5D_1307.JPG,none,
_5D_1310.JPG,none,
_5D_1311.JPG,none,
_5D_1313.JPG,none,
_5D_1315.JPG,none,
_5D_1316.JPG,none,
_5D_1317.JPG,none,
_5D_1319.JPG,none,
_5D_1320.JPG,none,
_5D_1323.JPG,none,
_5D_1329.JPG,none,
_5D_1330.JPG,none,
_5D_1332.JPG,none,
_5D_1335.JPG,none,
_5D_1336.JPG,none,
_5D_1338.JPG,none,
_5D_1341.JPG,none,
_5D_1346.JPG,none,
_5D_1350.JPG,none,
_5D_1354.JPG,none,
_5D_1356.JPG,none,
