filename,bib_numbers,notes
_5D_0369.JPG,1004,
_5D_0370.JPG,4166,
_5D_0375.JPG,013;717,
_5D_0376.JPG,47;1042;1102,
_5D_0377.JPG,1184;4188,
_5D_0379.JPG,1184;1188,
_5D_0380.JPG,1184,
_5D_0388.JPG,081;53,
_5D_0392.JPG,1171;107;1007,
_5D_0396.JPG,78,
_5D_0402.JPG,none,no numeric text met the confidence/length threshold
_5D_0405.JPG,none,no numeric text met the confidence/length threshold
_5D_0411.JPG,952,
_5D_0413.JPG,1154;1176,
_5D_0415.JPG,none,no numeric text met the confidence/length threshold
_5D_0420.JPG,none,no numeric text met the confidence/length threshold
_5D_0421.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0423.JPG,none,no numeric text met the confidence/length threshold
_5D_0425.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0426.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0428.JPG,4139;1037,
_5D_0429.JPG,1139,
_5D_0432.JPG,1139;1037,
_5D_0434.JPG,1139,
_5D_0437.JPG,954;1113,
_5D_0439.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0442.JPG,00,
_5D_0443.JPG,00,
_5D_0444.JPG,32;1176;1154,
_5D_0445.JPG,1176;1154,
_5D_0447.JPG,33;4176;1154,
_5D_0448.JPG,33;1154,
_5D_0455.JPG,71035;1105,
_5D_0458.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0461.JPG,none,no numeric text met the confidence/length threshold
_5D_0465.JPG,1924,
_5D_0467.JPG,none,no numeric text met the confidence/length threshold
_5D_0468.JPG,none,no numeric text met the confidence/length threshold
_5D_0470.JPG,none,no numeric text met the confidence/length threshold
_5D_0473.JPG,none,no numeric text met the confidence/length threshold
_5D_0474.JPG,none,no numeric text met the confidence/length threshold
_5D_0475.JPG,none,no numeric text met the confidence/length threshold
_5D_0478.JPG,none,no numeric text met the confidence/length threshold
_5D_0479.JPG,none,no numeric text met the confidence/length threshold
_5D_0480.JPG,1959,
_5D_0481.JPG,1959,
_5D_0484.JPG,none,no numeric text met the confidence/length threshold
_5D_0487.JPG,none,no numeric text met the confidence/length threshold
_5D_0490.JPG,none,no numeric text met the confidence/length threshold
_5D_0492.JPG,442,
_5D_0493.JPG,442,
_5D_0494.JPG,1959,
_5D_0495.JPG,1959,
_5D_0499.JPG,none,no numeric text met the confidence/length threshold
_5D_0502.JPG,none,no numeric text met the confidence/length threshold
_5D_0504.JPG,none,no numeric text met the confidence/length threshold
_5D_0507.JPG,none,no numeric text met the confidence/length threshold
_5D_0510.JPG,1959,
_5D_0514.JPG,none,no numeric text met the confidence/length threshold
_5D_0518.JPG,none,no numeric text met the confidence/length threshold
_5D_0521.JPG,none,no numeric text met the confidence/length threshold
_5D_0526.JPG,none,no numeric text met the confidence/length threshold
_5D_0527.JPG,none,no numeric text met the confidence/length threshold
_5D_0528.JPG,none,no numeric text met the confidence/length threshold
_5D_0529.JPG,none,no numeric text met the confidence/length threshold
_5D_0535.JPG,none,no numeric text met the confidence/length threshold
_5D_0537.JPG,none,no numeric text met the confidence/length threshold
_5D_0538.JPG,none,no numeric text met the confidence/length threshold
_5D_0539.JPG,none,no numeric text met the confidence/length threshold
_5D_0540.JPG,none,no numeric text met the confidence/length threshold
_5D_0543.JPG,none,no numeric text met the confidence/length threshold
_5D_0544.JPG,none,no numeric text met the confidence/length threshold
_5D_0547.JPG,none,no numeric text met the confidence/length threshold
_5D_0550.JPG,40,
_5D_0551.JPG,1959,
_5D_0553.JPG,1959,
_5D_0554.JPG,1959,
_5D_0557.JPG,none,no numeric text met the confidence/length threshold
_5D_0558.JPG,none,no numeric text met the confidence/length threshold
_5D_0559.JPG,none,no numeric text met the confidence/length threshold
_5D_0560.JPG,none,no numeric text met the confidence/length threshold
_5D_0561.JPG,none,no numeric text met the confidence/length threshold
_5D_0562.JPG,none,no numeric text met the confidence/length threshold
_5D_0567.JPG,1959,
_5D_0575.JPG,none,no numeric text met the confidence/length threshold
_5D_0576.JPG,none,no numeric text met the confidence/length threshold
_5D_0577.JPG,none,no numeric text met the confidence/length threshold
_5D_0578.JPG,none,no numeric text met the confidence/length threshold
_5D_0584.JPG,none,no numeric text met the confidence/length threshold
_5D_0587.JPG,none,no numeric text met the confidence/length threshold
_5D_0589.JPG,none,no numeric text met the confidence/length threshold
_5D_0593.JPG,none,no numeric text met the confidence/length threshold
_5D_0594.JPG,none,no numeric text met the confidence/length threshold
_5D_0598.JPG,none,no numeric text met the confidence/length threshold
_5D_0599.JPG,none,no numeric text met the confidence/length threshold
_5D_0602.JPG,none,no numeric text met the confidence/length threshold
_5D_0604.JPG,none,no numeric text met the confidence/length threshold
_5D_0606.JPG,201,
_5D_0607.JPG,201,
_5D_0612.JPG,none,no numeric text met the confidence/length threshold
_5D_0615.JPG,none,no numeric text met the confidence/length threshold
_5D_0618.JPG,1959,
_5D_0619.JPG,01,
_5D_0621.JPG,1959,
_5D_0622.JPG,none,no numeric text met the confidence/length threshold
_5D_0623.JPG,none,no numeric text met the confidence/length threshold
_5D_0624.JPG,none,no numeric text met the confidence/length threshold
_5D_0631.JPG,none,no numeric text met the confidence/length threshold
_5D_0632.JPG,none,no numeric text met the confidence/length threshold
_5D_0633.JPG,none,no numeric text met the confidence/length threshold
_5D_0634.JPG,none,no numeric text met the confidence/length threshold
_5D_0638.JPG,none,no numeric text met the confidence/length threshold
_5D_0640.JPG,none,no numeric text met the confidence/length threshold
_5D_0641.JPG,none,no numeric text met the confidence/length threshold
_5D_0644.JPG,none,no numeric text met the confidence/length threshold
_5D_0648.JPG,none,no numeric text met the confidence/length threshold
_5D_0649.JPG,none,no numeric text met the confidence/length threshold
_5D_0650.JPG,none,no numeric text met the confidence/length threshold
_5D_0652.JPG,none,no numeric text met the confidence/length threshold
_5D_0655.JPG,none,no numeric text met the confidence/length threshold
_5D_0657.JPG,none,no numeric text met the confidence/length threshold
_5D_0659.JPG,none,no numeric text met the confidence/length threshold
_5D_0661.JPG,none,no numeric text met the confidence/length threshold
_5D_0665.JPG,none,no numeric text met the confidence/length threshold
_5D_0666.JPG,none,no numeric text met the confidence/length threshold
_5D_0668.JPG,none,no numeric text met the confidence/length threshold
_5D_0669.JPG,none,no numeric text met the confidence/length threshold
_5D_0674.JPG,none,no numeric text met the confidence/length threshold
_5D_0678.JPG,none,no numeric text met the confidence/length threshold
_5D_0679.JPG,none,no numeric text met the confidence/length threshold
_5D_0684.JPG,none,no numeric text met the confidence/length threshold
_5D_0685.JPG,none,no numeric text met the confidence/length threshold
_5D_0686.JPG,none,no numeric text met the confidence/length threshold
_5D_0688.JPG,none,no numeric text met the confidence/length threshold
_5D_0692.JPG,31,
_5D_0693.JPG,31,
_5D_0694.JPG,19400;31,
_5D_0695.JPG,none,no numeric text met the confidence/length threshold
_5D_0696.JPG,013,
_5D_0697.JPG,014,
_5D_0698.JPG,none,no numeric text met the confidence/length threshold
_5D_0700.JPG,none,no numeric text met the confidence/length threshold
_5D_0706.JPG,1959,
_5D_0711.JPG,none,no numeric text met the confidence/length threshold
_5D_0712.JPG,none,no numeric text met the confidence/length threshold
_5D_0713.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0714.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0716.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0722.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0724.JPG,none,no numeric text met the confidence/length threshold
_5D_0728.JPG,none,no numeric text met the confidence/length threshold
_5D_0734.JPG,none,no numeric text met the confidence/length threshold
_5D_0743.JPG,033,
_5D_0746.JPG,none,no numeric text met the confidence/length threshold
_5D_0759.JPG,none,no numeric text met the confidence/length threshold
_5D_0761.JPG,none,no numeric text met the confidence/length threshold
_5D_0763.JPG,none,no numeric text met the confidence/length threshold
_5D_0764.JPG,none,no numeric text met the confidence/length threshold
_5D_0771.JPG,none,no numeric text met the confidence/length threshold
_5D_0776.JPG,55,
_5D_0778.JPG,none,no numeric text met the confidence/length threshold
_5D_0780.JPG,none,no numeric text met the confidence/length threshold
_5D_0781.JPG,none,no numeric text met the confidence/length threshold
_5D_0782.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0784.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0787.JPG,none,no numeric text met the confidence/length threshold
_5D_0788.JPG,none,no numeric text met the confidence/length threshold
_5D_0795.JPG,none,no numeric text met the confidence/length threshold
_5D_0796.JPG,none,no numeric text met the confidence/length threshold
_5D_0797.JPG,none,no numeric text met the confidence/length threshold
_5D_0798.JPG,none,no numeric text met the confidence/length threshold
_5D_0800.JPG,57;616,
_5D_0804.JPG,none,no numeric text met the confidence/length threshold
_5D_0809.JPG,none,no numeric text met the confidence/length threshold
_5D_0811.JPG,none,no numeric text met the confidence/length threshold
_5D_0812.JPG,none,no numeric text met the confidence/length threshold
_5D_0813.JPG,none,no numeric text met the confidence/length threshold
_5D_0816.JPG,none,no numeric text met the confidence/length threshold
_5D_0817.JPG,none,no numeric text met the confidence/length threshold
_5D_0819.JPG,none,no numeric text met the confidence/length threshold
_5D_0821.JPG,608,
_5D_0823.JPG,none,no numeric text met the confidence/length threshold
_5D_0824.JPG,806,
_5D_0825.JPG,606,
_5D_0827.JPG,none,no numeric text met the confidence/length threshold
_5D_0832.JPG,606,
_5D_0834.JPG,none,no numeric text met the confidence/length threshold
_5D_0836.JPG,none,no numeric text met the confidence/length threshold
_5D_0840.JPG,none,no numeric text met the confidence/length threshold
_5D_0842.JPG,852,
_5D_0844.JPG,1959,
_5D_0846.JPG,none,no numeric text met the confidence/length threshold
_5D_0847.JPG,none,no numeric text met the confidence/length threshold
_5D_0850.JPG,852,
_5D_0852.JPG,none,no numeric text met the confidence/length threshold
_5D_0855.JPG,none,no numeric text met the confidence/length threshold
_5D_0857.JPG,none,no numeric text met the confidence/length threshold
_5D_0862.JPG,none,no numeric text met the confidence/length threshold
_5D_0864.JPG,852,
_5D_0867.JPG,none,no numeric text met the confidence/length threshold
_5D_0870.JPG,852,
_5D_0872.JPG,none,no numeric text met the confidence/length threshold
_5D_0874.JPG,none,no numeric text met the confidence/length threshold
_5D_0876.JPG,none,no numeric text met the confidence/length threshold
_5D_0877.JPG,none,no numeric text met the confidence/length threshold
_5D_0879.JPG,none,no numeric text met the confidence/length threshold
_5D_0883.JPG,none,no numeric text met the confidence/length threshold
_5D_0891.JPG,none,no numeric text met the confidence/length threshold
_5D_0892.JPG,none,no numeric text met the confidence/length threshold
_5D_0893.JPG,none,no numeric text met the confidence/length threshold
_5D_0894.JPG,none,no numeric text met the confidence/length threshold
_5D_0895.JPG,none,no numeric text met the confidence/length threshold
_5D_0898.JPG,none,no numeric text met the confidence/length threshold
_5D_0902.JPG,none,no numeric text met the confidence/length threshold
_5D_0906.JPG,none,no numeric text met the confidence/length threshold
_5D_0910.JPG,none,no numeric text met the confidence/length threshold
_5D_0912.JPG,8520,
_5D_0913.JPG,7639;852,
_5D_0914.JPG,852,
_5D_0916.JPG,none,no numeric text met the confidence/length threshold
_5D_0919.JPG,none,no numeric text met the confidence/length threshold
_5D_0921.JPG,none,no numeric text met the confidence/length threshold
_5D_0923.JPG,01,
_5D_0932.JPG,none,no numeric text met the confidence/length threshold
_5D_0934.JPG,none,no numeric text met the confidence/length threshold
_5D_0935.JPG,none,no numeric text met the confidence/length threshold
_5D_0936.JPG,none,no numeric text met the confidence/length threshold
_5D_0937.JPG,none,no numeric text met the confidence/length threshold
_5D_0938.JPG,none,no numeric text met the confidence/length threshold
_5D_0941.JPG,4065,
_5D_0942.JPG,4065,
_5D_0943.JPG,4065,
_5D_0944.JPG,1065,
_5D_0949.JPG,none,no numeric text met the confidence/length threshold
_5D_0950.JPG,none,no numeric text met the confidence/length threshold
_5D_0951.JPG,none,no numeric text met the confidence/length threshold
_5D_0953.JPG,none,no numeric text met the confidence/length threshold
_5D_0955.JPG,none,no numeric text met the confidence/length threshold
_5D_0959.JPG,none,no numeric text met the confidence/length threshold
_5D_0961.JPG,none,no numeric text met the confidence/length threshold
_5D_0963.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0964.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0965.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0966.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0967.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0969.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0971.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0974.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0977.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0978.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0980.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0982.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0985.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0986.JPG,error,OCR failed: cannot convert float infinity to integer
_5D_0990.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0996.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_0997.JPG,none,no numeric text met the confidence/length threshold
_5D_0998.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_1002.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_1006.JPG,none,no numeric text met the confidence/length threshold
_5D_1007.JPG,none,no numeric text met the confidence/length threshold
_5D_1015.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_1018.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_1021.JPG,14,
_5D_1025.JPG,none,no numeric text met the confidence/length threshold
_5D_1029.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_1030.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_1034.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_1039.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_1041.JPG,error,"OCR failed: OpenCV(5.0.0) /Users/xperience/GHA-OpenCV-Python/_work/opencv-python/opencv-python/opencv/modules/imgproc/src/resize.cpp:4217: error: (-215:Assertion failed) !ssize.empty() in function 'resize'
"
_5D_1047.JPG,none,no numeric text met the confidence/length threshold
_5D_1049.JPG,none,no numeric text met the confidence/length threshold
_5D_1050.JPG,none,no numeric text met the confidence/length threshold
_5D_1056.JPG,000;57,
_5D_1057.JPG,none,no numeric text met the confidence/length threshold
_5D_1058.JPG,none,no numeric text met the confidence/length threshold
_5D_1063.JPG,none,no numeric text met the confidence/length threshold
_5D_1065.JPG,00800,
_5D_1069.JPG,none,no numeric text met the confidence/length threshold
_5D_1071.JPG,21,
_5D_1077.JPG,none,no numeric text met the confidence/length threshold
_5D_1083.JPG,none,no numeric text met the confidence/length threshold
_5D_1085.JPG,none,no numeric text met the confidence/length threshold
_5D_1089.JPG,none,no numeric text met the confidence/length threshold
_5D_1092.JPG,none,no numeric text met the confidence/length threshold
_5D_1094.JPG,none,no numeric text met the confidence/length threshold
_5D_1096.JPG,none,no numeric text met the confidence/length threshold
_5D_1097.JPG,200;53,
_5D_1104.JPG,none,no numeric text met the confidence/length threshold
_5D_1105.JPG,000,
