filename,local_ocr_bibs,vision_bibs,agreement
_5D_0153.JPG,4488,1188;1060,full_disagreement
_5D_0154.JPG,1060;4081;1188,1188;1081;1060,partial_overlap
_5D_0156.JPG,060,1188;1060,full_disagreement
_5D_0158.JPG,none,1188;1060,ocr_missed_all
_5D_0161.JPG,1081,1081,match
_5D_0162.JPG,1081,1081,match
_5D_0165.JPG,1081,1081,match
_5D_0166.JPG,1081,1081,match
_5D_0167.JPG,none,none,match
_5D_0168.JPG,none,none,match
_5D_0170.JPG,1044,1044;1131,partial_overlap
_5D_0171.JPG,1044,1044;1131,partial_overlap
_5D_0173.JPG,4114,1114,full_disagreement
_5D_0174.JPG,1078,1078,match
_5D_0177.JPG,1030,1030;1121,partial_overlap
_5D_0179.JPG,none,1047;1129;1091,ocr_missed_all
_5D_0180.JPG,1901;1047,1047;1129,partial_overlap
_5D_0181.JPG,1047;091,1091;1047,partial_overlap
_5D_0182.JPG,none,1091;1047,ocr_missed_all
_5D_0184.JPG,4091,1091,full_disagreement
_5D_0185.JPG,none,1091,ocr_missed_all
_5D_0187.JPG,4022;4137,1022;1137,full_disagreement
_5D_0189.JPG,none,1053;1181;1155;1006;1007,ocr_missed_all
_5D_0191.JPG,1181;106;1007,1053;1181;1007;1006;1155,partial_overlap
_5D_0194.JPG,1185,1155;1185;1029,partial_overlap
_5D_0195.JPG,1029;44012,1029;1012,partial_overlap
_5D_0198.JPG,1138,1138,match
_5D_0200.JPG,4013,1013,full_disagreement
_5D_0206.JPG,1478,1174;1178;1075;1073,full_disagreement
_5D_0207.JPG,none,1178;1075;1073;1089,ocr_missed_all
_5D_0208.JPG,none,1075;1073;1089,ocr_missed_all
_5D_0211.JPG,1089,1089,match
_5D_0212.JPG,4124,1124,full_disagreement
_5D_0213.JPG,1124,1124,match
_5D_0217.JPG,1124,1124,match
_5D_0218.JPG,1124,1124,match
_5D_0227.JPG,1085,1085,match
_5D_0228.JPG,none,1085,ocr_missed_all
_5D_0229.JPG,1010,1010;1149,partial_overlap
_5D_0230.JPG,none,1149;1023,ocr_missed_all
_5D_0237.JPG,4170;1153;1151,1170;1153;1151,partial_overlap
_5D_0238.JPG,4170;1151,1170;1153;1151,partial_overlap
_5D_0239.JPG,none,1001;1002;1130,ocr_missed_all
_5D_0240.JPG,1095;4130,1095;1130,partial_overlap
_5D_0241.JPG,none,1130,ocr_missed_all
_5D_0245.JPG,4130,1095;1130,full_disagreement
_5D_0250.JPG,430,1130;1002,full_disagreement
_5D_0251.JPG,4030,1130,full_disagreement
_5D_0252.JPG,none,1002,ocr_missed_all
_5D_0255.JPG,none,none,match
_5D_0256.JPG,none,none,match
_5D_0257.JPG,none,none,match
_5D_0261.JPG,none,1143,ocr_missed_all
_5D_0263.JPG,none,1143;1057;1189;1103;1165,ocr_missed_all
_5D_0264.JPG,1189;1103;1057,1189;1103;1165;1191,partial_overlap
_5D_0266.JPG,1189;1165;1194;1103,1057;1165;1191,partial_overlap
_5D_0267.JPG,1165,1057;1165;1191,partial_overlap
_5D_0268.JPG,4103,1103;1191;1034;1193;1017;1136;1115,full_disagreement
_5D_0270.JPG,1034;1017,illegible;1057;1034;1017;1193;1136;1115;1122;1123,partial_overlap
_5D_0272.JPG,1136;4017;4193,1017;1136;1193;1102;1115;1123;1046,partial_overlap
_5D_0275.JPG,1136;1017,1017;1136;1193;1102;1115;1123;1046,partial_overlap
_5D_0278.JPG,1492,1193;1192,full_disagreement
_5D_0280.JPG,4193,1193;1192,full_disagreement
_5D_0281.JPG,4193;4192,1193;1192,full_disagreement
_5D_0284.JPG,1027;4028,1027;1028,partial_overlap
_5D_0290.JPG,1077,1077;1098,partial_overlap
_5D_0291.JPG,1197,1197,match
_5D_0292.JPG,1197,1197,match
_5D_0293.JPG,1197,1197,match
_5D_0294.JPG,0197,1197,full_disagreement
_5D_0295.JPG,4197,1197,full_disagreement
_5D_0296.JPG,1197,1197,match
_5D_0298.JPG,1055,1055,match
_5D_0300.JPG,4065,1065,full_disagreement
_5D_0301.JPG,1068;1161,1068;1161,match
_5D_0309.JPG,1161,1161,match
_5D_0311.JPG,1161,1161,match
_5D_0312.JPG,1161,1161,match
_5D_0313.JPG,0182,1182,full_disagreement
_5D_0314.JPG,1182,1182,match
_5D_0316.JPG,4182,1182,full_disagreement
_5D_0320.JPG,none,illegible,match
_5D_0321.JPG,none,1169,ocr_missed_all
_5D_0322.JPG,none,1169,ocr_missed_all
_5D_0326.JPG,1099,1099;1145,partial_overlap
_5D_0331.JPG,4024,1024;1097,full_disagreement
_5D_0333.JPG,1097,1097,match
_5D_0337.JPG,4015,1015,full_disagreement
_5D_0338.JPG,4015,1015,full_disagreement
_5D_0339.JPG,4015,1015,full_disagreement
_5D_0341.JPG,1162,1162,match
_5D_0346.JPG,none,1698,ocr_missed_all
_5D_0347.JPG,none,1696,ocr_missed_all
_5D_0348.JPG,none,none,match
_5D_0352.JPG,1156,1156,match
_5D_0354.JPG,none,1118,ocr_missed_all
_5D_0355.JPG,none,1118,ocr_missed_all
_5D_0356.JPG,none,1118,ocr_missed_all
_5D_0357.JPG,1072,1072,match
_5D_0363.JPG,1109;22,1109;1122,partial_overlap
_5D_0365.JPG,1093,1093,match
_5D_0367.JPG,1014;1093,1093;1014,match
_5D_0369.JPG,1004,1004,match
_5D_0370.JPG,4166,1166,full_disagreement
_5D_0375.JPG,013;717,113,full_disagreement
_5D_0376.JPG,47;1042;1102,1127;1042;1102;1184;1188,partial_overlap
_5D_0377.JPG,1184;4188,1188;1184,partial_overlap
_5D_0379.JPG,1184;1188,1188;1184,match
_5D_0380.JPG,1184,1184,match
_5D_0388.JPG,081;53,1081;1089,full_disagreement
_5D_0392.JPG,1171;107;1007,1007;1171;1107,partial_overlap
_5D_0396.JPG,78,1078;1130;1091,full_disagreement
_5D_0402.JPG,none,none,match
_5D_0405.JPG,none,none,match
_5D_0411.JPG,952,none,vision_missed_all
_5D_0413.JPG,1154;1176,1154;1176;1142,partial_overlap
_5D_0415.JPG,none,1142,ocr_missed_all
_5D_0420.JPG,none,1092,ocr_missed_all
_5D_0421.JPG,error,1104,ocr_missed_all
_5D_0423.JPG,none,1107,ocr_missed_all
_5D_0425.JPG,error,1161,ocr_missed_all
_5D_0426.JPG,error,1161,ocr_missed_all
_5D_0428.JPG,4139;1037,1037;1139,partial_overlap
_5D_0429.JPG,1139,1037;1139,partial_overlap
_5D_0432.JPG,1139;1037,1037;1139,match
_5D_0434.JPG,1139,1113,full_disagreement
_5D_0437.JPG,954;1113,1113,partial_overlap
_5D_0439.JPG,error,1090;1069;1134;1048,ocr_missed_all
_5D_0442.JPG,00,1154;1176,full_disagreement
_5D_0443.JPG,00,1154;1176,full_disagreement
_5D_0444.JPG,32;1176;1154,1154;1176,partial_overlap
_5D_0445.JPG,1176;1154,1154;1176,match
_5D_0447.JPG,33;4176;1154,1154;1176,partial_overlap
_5D_0448.JPG,33;1154,1154;1176,partial_overlap
_5D_0455.JPG,71035;1105,1035,full_disagreement
_5D_0458.JPG,error,none,match
_5D_0461.JPG,none,none,match
_5D_0465.JPG,1924,none,vision_missed_all
_5D_0467.JPG,none,none,match
_5D_0468.JPG,none,none,match
_5D_0470.JPG,none,none,match
_5D_0473.JPG,none,none,match
_5D_0474.JPG,none,none,match
_5D_0475.JPG,none,none,match
_5D_0478.JPG,none,none,match
_5D_0479.JPG,none,none,match
_5D_0480.JPG,1959,none,vision_missed_all
_5D_0481.JPG,1959,none,vision_missed_all
_5D_0484.JPG,none,none,match
_5D_0487.JPG,none,illegible,match
_5D_0490.JPG,none,442,ocr_missed_all
_5D_0492.JPG,442,none,vision_missed_all
_5D_0493.JPG,442,442,match
_5D_0494.JPG,1959,none,vision_missed_all
_5D_0495.JPG,1959,none,vision_missed_all
_5D_0499.JPG,none,none,match
_5D_0502.JPG,none,illegible,match
_5D_0504.JPG,none,none,match
_5D_0507.JPG,none,illegible,match
_5D_0510.JPG,1959,none,vision_missed_all
_5D_0514.JPG,none,none,match
_5D_0518.JPG,none,none,match
_5D_0521.JPG,none,none,match
_5D_0526.JPG,none,none,match
_5D_0527.JPG,none,none,match
_5D_0528.JPG,none,none,match
_5D_0529.JPG,none,none,match
_5D_0535.JPG,none,none,match
_5D_0537.JPG,none,none,match
_5D_0538.JPG,none,none,match
_5D_0539.JPG,none,none,match
_5D_0540.JPG,none,none,match
_5D_0543.JPG,none,none,match
_5D_0544.JPG,none,illegible,match
_5D_0547.JPG,none,none,match
_5D_0550.JPG,40,none,vision_missed_all
_5D_0551.JPG,1959,none,vision_missed_all
_5D_0553.JPG,1959,none,vision_missed_all
_5D_0554.JPG,1959,none,vision_missed_all
_5D_0557.JPG,none,none,match
_5D_0558.JPG,none,none,match
_5D_0559.JPG,none,none,match
_5D_0560.JPG,none,illegible,match
_5D_0561.JPG,none,illegible,match
_5D_0562.JPG,none,none,match
_5D_0567.JPG,1959,none,vision_missed_all
_5D_0575.JPG,none,none,match
_5D_0576.JPG,none,none,match
_5D_0577.JPG,none,none,match
_5D_0578.JPG,none,none,match
_5D_0584.JPG,none,477,ocr_missed_all
_5D_0587.JPG,none,none,match
_5D_0589.JPG,none,illegible,match
_5D_0593.JPG,none,none,match
_5D_0594.JPG,none,none,match
_5D_0598.JPG,none,none,match
_5D_0599.JPG,none,illegible,match
_5D_0602.JPG,none,477,ocr_missed_all
_5D_0604.JPG,none,none,match
_5D_0606.JPG,201,none,vision_missed_all
_5D_0607.JPG,201,none,vision_missed_all
_5D_0612.JPG,none,illegible,match
_5D_0615.JPG,none,477,ocr_missed_all
_5D_0618.JPG,1959,none,vision_missed_all
_5D_0619.JPG,01,none,vision_missed_all
_5D_0621.JPG,1959,none,vision_missed_all
_5D_0622.JPG,none,none,match
_5D_0623.JPG,none,none,match
_5D_0624.JPG,none,none,match
_5D_0631.JPG,none,illegible,match
_5D_0632.JPG,none,none,match
_5D_0633.JPG,none,none,match
_5D_0634.JPG,none,none,match
_5D_0638.JPG,none,none,match
_5D_0640.JPG,none,none,match
_5D_0641.JPG,none,none,match
_5D_0644.JPG,none,477,ocr_missed_all
_5D_0648.JPG,none,none,match
_5D_0649.JPG,none,none,match
_5D_0650.JPG,none,none,match
_5D_0652.JPG,none,none,match
_5D_0655.JPG,none,none,match
_5D_0657.JPG,none,none,match
_5D_0659.JPG,none,none,match
_5D_0661.JPG,none,none,match
_5D_0665.JPG,none,none,match
_5D_0666.JPG,none,none,match
_5D_0668.JPG,none,none,match
_5D_0669.JPG,none,none,match
_5D_0674.JPG,none,none,match
_5D_0678.JPG,none,1,ocr_missed_all
_5D_0679.JPG,none,none,match
_5D_0684.JPG,none,none,match
_5D_0685.JPG,none,14;45,ocr_missed_all
_5D_0686.JPG,none,none,match
_5D_0688.JPG,none,401,ocr_missed_all
_5D_0692.JPG,31,none,vision_missed_all
_5D_0693.JPG,31,none,vision_missed_all
_5D_0694.JPG,19400;31,none,vision_missed_all
_5D_0695.JPG,none,none,match
_5D_0696.JPG,013,none,vision_missed_all
_5D_0697.JPG,014,none,vision_missed_all
_5D_0698.JPG,none,none,match
_5D_0700.JPG,none,none,match
_5D_0706.JPG,1959,none,vision_missed_all
_5D_0711.JPG,none,405,ocr_missed_all
_5D_0712.JPG,none,405,ocr_missed_all
_5D_0713.JPG,error,none,match
_5D_0714.JPG,error,none,match
_5D_0716.JPG,error,none,match
_5D_0722.JPG,error,illegible,match
_5D_0724.JPG,none,none,match
_5D_0728.JPG,none,none,match
_5D_0734.JPG,none,none,match
_5D_0743.JPG,033,204,full_disagreement
_5D_0746.JPG,none,none,match
_5D_0759.JPG,none,none,match
_5D_0761.JPG,none,none,match
_5D_0763.JPG,none,none,match
_5D_0764.JPG,none,none,match
_5D_0771.JPG,none,none,match
_5D_0776.JPG,55,none,vision_missed_all
_5D_0778.JPG,none,none,match
_5D_0780.JPG,none,none,match
_5D_0781.JPG,none,none,match
_5D_0782.JPG,error,none,match
_5D_0784.JPG,error,none,match
_5D_0787.JPG,none,606,ocr_missed_all
_5D_0788.JPG,none,none,match
_5D_0795.JPG,none,none,match
_5D_0796.JPG,none,606,ocr_missed_all
_5D_0797.JPG,none,606,ocr_missed_all
_5D_0798.JPG,none,606,ocr_missed_all
_5D_0800.JPG,57;616,606,full_disagreement
_5D_0804.JPG,none,none,match
_5D_0809.JPG,none,none,match
_5D_0811.JPG,none,438,ocr_missed_all
_5D_0812.JPG,none,none,match
_5D_0813.JPG,none,none,match
_5D_0816.JPG,none,none,match
_5D_0817.JPG,none,none,match
_5D_0819.JPG,none,none,match
_5D_0821.JPG,608,606,full_disagreement
_5D_0823.JPG,none,606,ocr_missed_all
_5D_0824.JPG,806,none,vision_missed_all
_5D_0825.JPG,606,none,vision_missed_all
_5D_0827.JPG,none,none,match
_5D_0832.JPG,606,606,match
_5D_0834.JPG,none,none,match
_5D_0836.JPG,none,606,ocr_missed_all
_5D_0840.JPG,none,149,ocr_missed_all
_5D_0842.JPG,852,852,match
_5D_0844.JPG,1959,none,vision_missed_all
_5D_0846.JPG,none,none,match
_5D_0847.JPG,none,illegible,match
_5D_0850.JPG,852,852,match
_5D_0852.JPG,none,illegible,match
_5D_0855.JPG,none,none,match
_5D_0857.JPG,none,852,ocr_missed_all
_5D_0862.JPG,none,852,ocr_missed_all
_5D_0864.JPG,852,852,match
_5D_0867.JPG,none,none,match
_5D_0870.JPG,852,852,match
_5D_0872.JPG,none,none,match
_5D_0874.JPG,none,none,match
_5D_0876.JPG,none,none,match
_5D_0877.JPG,none,none,match
_5D_0879.JPG,none,none,match
_5D_0883.JPG,none,illegible,match
_5D_0891.JPG,none,illegible,match
_5D_0892.JPG,none,illegible,match
_5D_0893.JPG,none,852,ocr_missed_all
_5D_0894.JPG,none,illegible,match
_5D_0895.JPG,none,illegible,match
_5D_0898.JPG,none,852,ocr_missed_all
_5D_0902.JPG,none,illegible,match
_5D_0906.JPG,none,illegible,match
_5D_0910.JPG,none,illegible,match
_5D_0912.JPG,8520,852,full_disagreement
_5D_0913.JPG,7639;852,852;859,partial_overlap
_5D_0914.JPG,852,852;859,partial_overlap
_5D_0916.JPG,none,852,ocr_missed_all
_5D_0919.JPG,none,illegible,match
_5D_0921.JPG,none,illegible,match
_5D_0923.JPG,01,illegible,vision_missed_all
_5D_0932.JPG,none,illegible,match
_5D_0934.JPG,none,illegible,match
_5D_0935.JPG,none,169,ocr_missed_all
_5D_0936.JPG,none,852,ocr_missed_all
_5D_0937.JPG,none,852,ocr_missed_all
_5D_0938.JPG,none,852;1065,ocr_missed_all
_5D_0941.JPG,4065,1065,full_disagreement
_5D_0942.JPG,4065,1065,full_disagreement
_5D_0943.JPG,4065,1065,full_disagreement
_5D_0944.JPG,1065,1065,match
_5D_0949.JPG,none,none,match
_5D_0950.JPG,none,none,match
_5D_0951.JPG,none,none,match
_5D_0953.JPG,none,none,match
_5D_0955.JPG,none,none,match
_5D_0959.JPG,none,none,match
_5D_0961.JPG,none,none,match
_5D_0963.JPG,error,none,match
_5D_0964.JPG,error,none,match
_5D_0965.JPG,error,none,match
_5D_0966.JPG,error,none,match
_5D_0967.JPG,error,none,match
_5D_0969.JPG,error,none,match
_5D_0971.JPG,error,none,match
_5D_0974.JPG,error,none,match
_5D_0977.JPG,error,none,match
_5D_0978.JPG,error,none,match
_5D_0980.JPG,error,none,match
_5D_0982.JPG,error,none,match
_5D_0985.JPG,error,none,match
_5D_0986.JPG,error,none,match
_5D_0990.JPG,error,none,match
_5D_0996.JPG,error,none,match
_5D_0997.JPG,none,none,match
_5D_0998.JPG,error,none,match
_5D_1002.JPG,error,1065,ocr_missed_all
_5D_1006.JPG,none,none,match
_5D_1007.JPG,none,none,match
_5D_1015.JPG,error,none,match
_5D_1018.JPG,error,none,match
_5D_1021.JPG,14,none,vision_missed_all
_5D_1025.JPG,none,none,match
_5D_1029.JPG,error,none,match
_5D_1030.JPG,error,none,match
_5D_1034.JPG,error,none,match
_5D_1039.JPG,error,none,match
_5D_1041.JPG,error,none,match
_5D_1047.JPG,none,none,match
_5D_1049.JPG,none,none,match
_5D_1050.JPG,none,none,match
_5D_1056.JPG,000;57,none,vision_missed_all
_5D_1057.JPG,none,none,match
_5D_1058.JPG,none,none,match
_5D_1063.JPG,none,none,match
_5D_1065.JPG,00800,none,vision_missed_all
_5D_1069.JPG,none,none,match
_5D_1071.JPG,21,none,vision_missed_all
_5D_1077.JPG,none,none,match
_5D_1083.JPG,none,none,match
_5D_1085.JPG,none,none,match
_5D_1089.JPG,none,none,match
_5D_1092.JPG,none,none,match
_5D_1094.JPG,none,none,match
_5D_1096.JPG,none,none,match
_5D_1097.JPG,200;53,none,vision_missed_all
_5D_1104.JPG,none,none,match
_5D_1105.JPG,000,none,vision_missed_all
_5D_1106.JPG,none,none,match
_5D_1107.JPG,none,none,match
_5D_1109.JPG,000,none,vision_missed_all
_5D_1111.JPG,none,none,match
_5D_1116.JPG,none,none,match
_5D_1117.JPG,0000,none,vision_missed_all
_5D_1119.JPG,none,none,match
_5D_1122.JPG,none,none,match
_5D_1124.JPG,none,none,match
_5D_1125.JPG,none,none,match
_5D_1126.JPG,none,none,match
_5D_1128.JPG,0088,none,vision_missed_all
_5D_1130.JPG,none,none,match
_5D_1131.JPG,none,none,match
_5D_1132.JPG,none,none,match
_5D_1134.JPG,000,none,vision_missed_all
_5D_1136.JPG,none,none,match
_5D_1137.JPG,00880,none,vision_missed_all
_5D_1139.JPG,none,none,match
_5D_1141.JPG,71,none,vision_missed_all
_5D_1143.JPG,none,none,match
_5D_1145.JPG,none,none,match
_5D_1146.JPG,00,none,vision_missed_all
_5D_1147.JPG,none,none,match
_5D_1150.JPG,none,none,match
_5D_1158.JPG,none,none,match
_5D_1159.JPG,none,none,match
_5D_1162.JPG,none,none,match
_5D_1165.JPG,none,none,match
_5D_1166.JPG,none,none,match
_5D_1169.JPG,none,none,match
_5D_1173.JPG,none,none,match
_5D_1174.JPG,none,none,match
_5D_1175.JPG,none,none,match
_5D_1176.JPG,none,none,match
_5D_1177.JPG,794,none,vision_missed_all
_5D_1178.JPG,none,none,match
_5D_1180.JPG,none,none,match
_5D_1183.JPG,none,none,match
_5D_1184.JPG,84;216,none,vision_missed_all
_5D_1185.JPG,none,none,match
_5D_1186.JPG,none,none,match
_5D_1187.JPG,70,none,vision_missed_all
_5D_1189.JPG,none,none,match
_5D_1190.JPG,none,none,match
_5D_1194.JPG,00000,none,vision_missed_all
_5D_1199.JPG,none,none,match
_5D_1201.JPG,none,none,match
_5D_1206.JPG,none,none,match
_5D_1210.JPG,none,none,match
_5D_1211.JPG,none,none,match
_5D_1212.JPG,none,none,match
_5D_1213.JPG,none,none,match
_5D_1214.JPG,none,none,match
_5D_1216.JPG,none,none,match
_5D_1218.JPG,05,none,vision_missed_all
_5D_1223.JPG,none,none,match
_5D_1230.JPG,none,none,match
_5D_1231.JPG,none,none,match
_5D_1233.JPG,05,none,vision_missed_all
_5D_1235.JPG,none,none,match
_5D_1238.JPG,none,none,match
_5D_1239.JPG,none,none,match
_5D_1240.JPG,none,none,match
_5D_1241.JPG,70000,none,vision_missed_all
_5D_1243.JPG,none,none,match
_5D_1244.JPG,none,none,match
_5D_1245.JPG,none,none,match
_5D_1251.JPG,02,none,vision_missed_all
_5D_1256.JPG,23,none,vision_missed_all
_5D_1257.JPG,none,none,match
_5D_1258.JPG,none,none,match
_5D_1263.JPG,none,none,match
_5D_1264.JPG,none,none,match
_5D_1267.JPG,none,none,match
_5D_1268.JPG,none,none,match
_5D_1269.JPG,none,none,match
_5D_1270.JPG,none,none,match
_5D_1272.JPG,62,none,vision_missed_all
_5D_1276.JPG,none,none,match
_5D_1277.JPG,70,none,vision_missed_all
_5D_1280.JPG,none,none,match
_5D_1281.JPG,none,none,match
_5D_1285.JPG,none,none,match
_5D_1287.JPG,none,none,match
_5D_1289.JPG,none,none,match
_5D_1291.JPG,none,none,match
_5D_1293.JPG,none,none,match
_5D_1295.JPG,none,none,match
_5D_1297.JPG,none,none,match
_5D_1298.JPG,none,none,match
_5D_1300.JPG,none,none,match
_5D_1302.JPG,none,none,match
_5D_1303.JPG,none,none,match
_5D_1306.JPG,none,none,match
_5D_1307.JPG,none,none,match
_5D_1310.JPG,none,none,match
_5D_1311.JPG,none,none,match
_5D_1313.JPG,26,none,vision_missed_all
_5D_1315.JPG,none,none,match
_5D_1316.JPG,71,none,vision_missed_all
_5D_1317.JPG,none,none,match
_5D_1319.JPG,none,none,match
_5D_1320.JPG,none,none,match
_5D_1323.JPG,0008,none,vision_missed_all
_5D_1329.JPG,000,none,vision_missed_all
_5D_1330.JPG,none,none,match
_5D_1332.JPG,none,none,match
_5D_1335.JPG,200;14216,none,vision_missed_all
_5D_1336.JPG,70,none,vision_missed_all
_5D_1338.JPG,none,none,match
_5D_1341.JPG,none,none,match
_5D_1346.JPG,7000,none,vision_missed_all
_5D_1350.JPG,02,none,vision_missed_all
_5D_1354.JPG,none,none,match
_5D_1356.JPG,none,none,match
